id,label,page_type,facebook_id
17324,Berghaus,company,6289999442    
17325,NASA's John C. Stennis Space Center,government,135000000000000    
17326,Secretaría de Desarrollo Social CDMX,government,1400000000000000    
17327,Maryland Energy Administration,government,234000000000000    
17328,"Dr. Mathias Middelberg, MdB",politician,498000000000000    
17329,Bohuslav Sobotka,politician,103000000000    
17330,Jerseylicious,tvshow,236000000000    
17331,Timmy Time,tvshow,88972938171    
17332,Angela Pitt - Airdrie MLA,politician,1440000000000000    
17333,Christopher Förster,politician,963000000000000    
17334,Stephen Ward the Musical,company,322000000000000    
17335,Benny Wenda,politician,154000000000    
17336,Anthony Roberts,politician,479000000000000    
17337,Deportes Cuatro,tvshow,230000000000000    
17338,Detran RJ,government,753000000000000    
17339,Stéphane Le Foll,politician,474000000000000    
17340,Yasmin Fahimi,politician,1390000000000000    
17341,L'OCCITANE en Provence,company,351000000000000    
17342,Let's Call an End to Human Trafficking,government,126000000000000    
17343,Groupon,company,60004615820    
17344,Duty Free,company,264000000000000    
17345,Bridge Street on NewsChannel 9,tvshow,1460000000000000    
17346,Consulat général de Suisse à Montréal,government,123000000000000    
17347,Daniele Capezzone,politician,1660000000000000    
17348,Miguel Márquez Márquez,politician,176000000000000    
17349,Showroomprive,company,126000000000000    
17350,INDEC Argentina,government,496000000000000    
17351,Anthony Dufrane,politician,377000000000000    
17352,Starbucks Greece,company,177000000000000    
17353,SEC Office of Investor Education and Advocacy,government,213000000000000    
17354,Fogarty International Center,government,127000000000    
17355,National Labor Relations Board,government,123000000000    
17356,Ridiculousness,tvshow,154000000000000    
17357,NYSDOH - New York State Health Department,government,377000000000    
17358,Sadiq Khan,politician,275000000000000    
17359,Canadiens en santé,government,161000000000000    
17360,Sandra Savino,politician,157000000000000    
17361,La Voz Ecuador Oficial,tvshow,588000000000000    
17362,Suomen poliisi,government,135000000000    
17363,Thermo Fisher Scientific Latin America,company,136000000000000    
17364,"Army Support Activity - Soto Cano AB, Honduras",government,182000000000000    
17365,Crema de Leche Nestlé,company,189000000000000    
17366,Richard Fuller,politician,797000000000000    
17367,Air New Zealand,company,527000000000000    
17368,Sideliners,tvshow,1370000000000000    
17369,"New Zealand Embassy, Mexico City",government,640000000000000    
17370,International Exchange Alumni,government,101000000000000    
17371,"John Vanthof, Timiskaming-Cochrane",politician,136000000000000    
17372,Philippe Lamberts,politician,553000000000000    
17373,Embassy of Canada to the Hellenic Republic,government,114000000000000    
17374,House Oversight Committee,government,55005857516    
17375,Smart Face,tvshow,1440000000000000    
17376,Florida National Guard,government,205000000000    
17377,Strathfield State Emergency Service (SES),government,206000000000000    
17378,Jack Link's Beef Jerky,company,112000000000    
17379,29th CAB,government,400000000000000    
17380,Cláudio Cajado,politician,1640000000000000    
17381,Matt Warman MP,politician,160000000000000    
17382,Maizena,company,1550000000000000    
17383,Jordan Armed Forces   القوات المسلحة الاردنية,government,454000000000000    
17384,TRICARE,government,20135069448    
17385,GovTech Careers,government,1010000000000000    
17386,EU Interpreters,government,173000000000000    
17387,Green on Facebook,company,165000000000000    
17388,Consulate General of Germany Mazar-i Sharif,government,902000000000000    
17389,Préfecture de l'Aude,government,519000000000000    
17390,Undateable,tvshow,567000000000000    
17391,U.S. Embassy Muscat,government,217000000000000    
17392,Walmart,company,160000000000    
17393,Budget Car Rental,company,131000000000000    
17394,Volkswagen,company,195000000000000    
17395,"Australian Embassy, Ethiopia",government,511000000000000    
17396,Jorge Viana,politician,340000000000000    
17397,"ROMANIA, TE IUBESC!",tvshow,116000000000000    
17398,Đại sứ quán Canada tại Việt Nam,government,122000000000000    
17399,"India in Serbia (Embassy of India, Belgrade)",government,233000000000000    
17400,Repor TVE,tvshow,64352417416    
17401,UK in Belarus - British Embassy Minsk,government,156000000000000    
17402,U.S. Central Command,government,64151799605    
17403,Fiat Professional,company,104000000000    
17404,Sécurité civile,government,723000000000000    
17405,PULS 4 NEWS,tvshow,114000000000    
17406,Aż po sufit TVN,tvshow,1580000000000000    
17407,"Steve Baker, Wycombe",politician,120000000000000    
17408,My Super Sweet 16,tvshow,5742513121    
17409,Glenn Davis,politician,149000000000000    
17410,"Agriculture Department, Government Of Uttarakhand",government,590000000000000    
17411,Pru Goward,politician,136000000000000    
17412,桃園市議員 張肇良-人文.開創.生命力,politician,829000000000000    
17413,Alex Canziani,politician,286000000000000    
17414,Міністерство фінансів України,government,152000000000000    
17415,Northrop Grumman Careers,company,402000000000000    
17416,Peace Corps Rwanda,government,429000000000000    
17417,Instituto Polaco de Cultura,government,467000000000000    
17418,Kemenko Perekonomian,government,293000000000000    
17419,Arun Jaitley,politician,165000000000000    
17420,EMA - Eurovision Slovenia,tvshow,281000000000    
17421,The Ultimate Fighter,tvshow,135000000000    
17422,South San Francisco Parks and Recreation Department,government,1380000000000000    
17423,Préfet du Cantal,government,573000000000000    
17424,7DAYS Arabia,company,225000000000000    
17425,Suomen Suurlähetystö Sofia - Embassy of Finland in Sofia,government,251000000000000    
17426,USAID/Albania,government,516000000000000    
17427,VA NY Harbor Healthcare System,government,114000000000000    
17428,Dr. Stefan Fulst-Blei MdL,politician,1640000000000000    
17429,Croatia Airlines,company,112000000000000    
17430,Brooks Running,company,368000000000000    
17431,West Texas VA Health Care System,government,169000000000000    
17432,Ooredoo Oman,company,278000000000000    
17433,Kapil Sibal,politician,1430000000000000    
17434,"Sylvie Guillaume, députée européenne",politician,327000000000    
17435,LightInTheBox,company,200000000000000    
17436,Garuda Shield,government,166000000000000    
17437,Christian Flisek,politician,343000000000000    
17438,Councillor Krista Adams,politician,175000000000000    
17439,Ute Vogt,politician,635000000000000    
17440,Georgia Department of Community Affairs,government,864000000000000    
17441,עליזה לביא,politician,403000000000000    
17442,Jaffa Cakes,company,242000000000    
17443,Shimano-Road,company,139000000000000    
17444,Popcherry,company,180000000000000    
17445,Mr. D,tvshow,219000000000000    
17446,Aer Lingus,company,357000000000000    
17447,Claire Baker MSP,politician,292000000000000    
17448,"India In Mexico (Embassy of India, Mexico City)",government,1560000000000000    
17449,Duck Dynasty,tvshow,234000000000000    
17450,The Aaron Harber Show,tvshow,245000000000    
17451,Visita la República Checa,government,103000000000000    
17452,Kyle Peterson,politician,180000000000000    
17453,Karl-Georg Wellmann,politician,713000000000000    
17454,Lelo Coimbra,politician,1590000000000000    
17455,Unión Europea en El Salvador,government,122000000000000    
17456,Senator David Vitter,politician,53906687963    
17457,Alina Gorghiu,politician,821000000000000    
17458,Sailthru,company,279000000000    
17459,Freeform’s 25 Days of Christmas,tvshow,31092164580    
17460,Global Youth at State,government,485000000000000    
17461,BA Capital Gastronómica,government,1220000000000000    
17462,Ang Pinaka,tvshow,230000000000000    
17463,Pepe Jeans London,company,455000000000000    
17464,CAL FIRE,government,114000000000    
17465,Pickler & Ben,tvshow,1300000000000000    
17466,IBM Live,company,350000000000000    
17467,MIUI India,company,1420000000000000    
17468,Alexander De Croo,politician,228000000000000    
17469,Friday Night Tykes,tvshow,305000000000000    
17470,No Ordinary Family,tvshow,286000000000    
17471,netdoktor.at,company,126000000000000    
17472,Bill Cassidy,politician,80987211775    
17473,Cathay Pacific Airways,company,143000000000    
17474,Dell EMC,company,124000000000000    
17475,Martin Geertsen,politician,687000000000000    
17476,CSI: Crime Scene Investigation,tvshow,21280704526    
17477,Kennedy Stewart,politician,105000000000000    
17478,Big Muddy National Fish and Wildlife Refuge,government,224000000000000    
17479,בא לחדש לכם,tvshow,353000000000000    
17480,German Embassy London,government,77962463252    
17481,Miami-Dade County Department of Transportation and Public Works,government,576000000000000    
17482,FTO Pima Agency,government,109000000000000    
17483,محاكم دبي,government,177000000000000    
17484,Old El Paso,company,270000000000000    
17485,Jann Stuckey,politician,318000000000000    
17486,Indian Motorcycle,company,465000000000000    
17487,A.D. The Bible Continues,tvshow,1480000000000000    
17488,AirAsia,company,142000000000000    
17489,TEB'le Kadın,company,445000000000000    
17490,American Horror Story,tvshow,200000000000000    
17491,WD,company,165000000000000    
17492,Alain Rousset,politician,330000000000000    
17493,Zurich,company,508000000000000    
17494,Daniela Sbrollini,politician,316000000000000    
17495,Andrea Nahles,politician,162000000000000    
17496,Ruža Tomašić,politician,1430000000000000    
17497,女人我最大,tvshow,104000000000000    
17498,HP Australia,company,372000000000    
17499,Isabella Lövin,politician,109000000000    
17500,Департамент кіберполіції Національної поліції України,government,297000000000000    
17501,NOAA's Stellwagen Bank National Marine Sanctuary,government,85010466896    
17502,Love GREAT Britain,company,211000000000    
17503,Bayer,company,165000000000000    
17504,All Nippon Airways,company,43613800535    
17505,City of Menlo Park Government,government,409000000000000    
17506,Zoé Water,company,173000000000000    
17507,Ten Eyewitness News Queensland,tvshow,117000000000000    
17508,Strange Empire,tvshow,717000000000000    
17509,Code.org,company,310000000000000    
17510,Europäisches Parlament Österreich,government,124000000000000    
17511,Fotolia,company,268000000000    
17512,Advanced Food Service Training Division - Fort Lee,government,294000000000    
17513,Korózs Lajos,politician,583000000000000    
